ID,Parcel ID,Address,County,State,Sale Date,Sale Price,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
540,08150A000023,6651 LAKE RUN DR,Hall County,GA,2/10/2022,"$495,000.00 ",Residential,1993,2536,$195.19 ,34.1650581,-83.9629123
541,15042 000579,6811 LANCASTER XING,Hall County,GA,2/10/2022,"$345,000.00 ",Residential,2019,2725,$126.61 ,34.1377721,-83.8839721
542,15041D000405,5930 ASH HILL PL,Hall County,GA,2/10/2022,"$515,000.00 ",Residential,2019,3194,$161.24 ,34.1204279,-83.8643831
543,15047 000326,5712 BOULDER RIDGE CT,Hall County,GA,2/10/2022,"$545,900.00 ",Residential,2004,3048,$179.10 ,34.1410886,-83.921138
544,08065 000352,5110 WATCHMANS CV,Hall County,GA,2/10/2022,"$436,020.00 ",Residential,2021,2826,$154.29 ,34.2415657,-83.9093864
545,15041D000307,6430 HICKORY BRANCH DR,Hall County,GA,2/10/2022,"$560,000.00 ",Residential,2016,3368,$166.27 ,34.1287437,-83.8713852
546,10060 000032,3198 MADERA WAY,Hall County,GA,2/10/2022,"$440,000.00 ",Residential,1979,2082,$211.34 ,34.3390852,-83.9126141
547,15044C000066,3614 GRIFFIN LN,Hall County,GA,2/10/2022,"$778,764.00 ",Residential,2006,1318,$590.87 ,34.2086764,-83.8579674
548,00133D005012,209 WILLIAMS ST,Hall County,GA,2/10/2022,"$175,000.00 ",Residential,1960,840,$208.33 ,34.2736742,-83.8447952
549,08042A000142,4826 TIMBER HILLS DR,Hall County,GA,2/10/2022,"$241,600.00 ",Residential,2002,1420,$170.14 ,34.2416862,-83.8902749
550,08118B000120,6571 ABOVE TIDE PL,Hall County,GA,2/10/2022,"$778,764.00 ",Residential,2001,2088,$372.97 ,34.183396,-83.9329489
551,09114 000020,3102 EDGEWATER DR,Hall County,GA,2/10/2022,"$398,900.00 ",Residential,1968,1566,$254.73 ,34.3473664,-83.7956232
552,15042 000624,6863 KATE LN,Hall County,GA,2/10/2022,"$371,312.00 ",Residential,2021,2732,$135.91 ,34.1422261,-83.8872045
553,08065 000346,5134 WATCHMANS CV,Hall County,GA,2/10/2022,"$435,660.00 ",Residential,2021,2744,$158.77 ,34.2423257,-83.909883
554,08099 000092,5106 PARK HAVEN DR,Hall County,GA,2/10/2022,"$425,000.00 ",Residential,2020,2702,$157.29 ,34.1969572,-83.9207242
555,08098A000062,4814 ZEPHYR COVE PL,Hall County,GA,2/10/2022,"$778,764.00 ",Residential,2004,1740,$447.57 ,34.1894357,-83.9174141
556,10062 000081,3318 SPRINGDALE FORREST CIR,Hall County,GA,2/10/2022,"$315,000.00 ",Residential,1966,1269,$248.23 ,34.3163849,-83.9167107
557,15046 000072,6361 SPOUT SPRINGS RD,Hall County,GA,2/10/2022,"$140,000.00 ",Residential,1984,0,$0.00 ,34.1577508,-83.896515
558,15042 000623,6867 KATE LN,Hall County,GA,2/9/2022,"$421,860.00 ",Residential,2021,3539,$119.20 ,34.1423628,-83.8873774
559,01131 001031,1253 SW SWANN DR,Hall County,GA,2/9/2022,"$285,000.00 ",Residential,1950,1120,$254.46 ,34.2823879,-83.8349349
560,08042A000126,4827 TIMBER HILLS DR,Hall County,GA,2/9/2022,"$260,000.00 ",Residential,2002,1420,$183.10 ,34.2417542,-83.8907716
561,08098A000035,4690 BEACON RIDGE LN,Hall County,GA,2/9/2022,"$274,200.00 ",Residential,2019,1692,$162.06 ,34.1881997,-83.9168882
562,08075 002093A,5409 BARBERRY AVE,Hall County,GA,2/9/2022,"$336,515.00 ",Residential,2019,2788,$120.70 ,34.2197934,-83.9074
563,01115A000009,1439 NW BLUFF VALLEY CIR,Hall County,GA,2/9/2022,"$264,700.00 ",Residential,2005,1806,$146.57 ,34.3009209,-83.8646456
564,15026B000044,4205 RIVIERE PT,Hall County,GA,2/9/2022,"$320,000.00 ",Residential,1999,1625,$196.92 ,34.1656083,-83.7812973
565,08065 000354,5102 WATCHMANS CV,Hall County,GA,2/9/2022,"$435,540.00 ",Residential,2021,2744,$158.72 ,34.2413412,-83.9092208
566,01131 001030,1245 SW SWANN DR,Hall County,GA,2/9/2022,"$285,000.00 ",Residential,1950,1008,$282.74 ,34.282466,-83.8347692
567,01131 001032,1263 SW SWANN DR,Hall County,GA,2/9/2022,"$285,000.00 ",Residential,1950,752,$378.99 ,34.2823572,-83.8351835
568,08065 000349,5122 WATCHMANS CV,Hall County,GA,2/9/2022,"$410,140.00 ",Residential,2021,2159,$189.97 ,34.2419673,-83.9096347
569,08026 000071,2807 SW VALLEY GREEN DR,Hall County,GA,2/9/2022,"$228,500.00 ",Residential,2005,1288,$177.41 ,34.244116,-83.855751
570,08080 002016C,5375 WHITMIRE DR,Hall County,GA,2/9/2022,"$308,250.00 ",Residential,1991,784,$0.00 ,34.2569604,-83.9322357
571,08063 000025,4774 PROPES DR,Hall County,GA,2/9/2022,"$1,700,500.00 ",Residential,2006,7706,$220.67 ,34.255325,-83.9168969
572,08043 000025,4039 MUNDY MILL RD,Hall County,GA,2/9/2022,"$1,072,000.00 ",Residential,1966,1748,$613.27 ,34.2390467,-83.8784603
573,08051 001243,3663 ACORN DR,Hall County,GA,2/8/2022,"$275,900.00 ",Residential,2021,1576,$175.06 ,34.2241595,-83.8795007
574,01041 001052,763 NW OAK SHIRE CT,Hall County,GA,2/8/2022,"$389,855.00 ",Residential,2001,2730,$142.80 ,34.3077739,-83.8317445
575,1.50E+35,4602 SWEETBRIAR CT,Hall County,GA,2/8/2022,"$280,000.00 ",Residential,1999,1388,$201.73 ,34.1955065,-83.8128472
576,08075 005003,4425 MCBRAYER RD,Hall County,GA,2/8/2022,"$310,000.00 ",Residential,1985,1518,$204.22 ,34.2130083,-83.9093036
577,15047 001192,7012 FLAGSTONE WAY,Hall County,GA,2/8/2022,"$508,857.00 ",Residential,2021,1445,$352.15 ,34.1462622,-83.8979637
578,08120 000066,6258 LIGHTS FERRY RD,Hall County,GA,2/7/2022,"$525,000.00 ",Residential,1973,2634,$199.32 ,34.1982614,-83.9422975
579,08065 000101,4950 CEDAR TRACE CT,Hall County,GA,2/7/2022,"$399,000.00 ",Residential,2003,2583,$154.47 ,34.2353632,-83.9107934
580,15048 001163,3456 HIGH SHOALS,Hall County,GA,2/4/2022,"$445,000.00 ",Residential,2021,2108,$211.10 ,34.1135021,-83.907193
581,15048 001163,3456 HIGH SHOALS,Hall County,GA,2/7/2022,"$445,000.00 ",Residential,2021,2108,$211.10 ,34.1135021,-83.907193
582,01113 001010,540 NW HOLLY DR,Hall County,GA,2/7/2022,"$395,000.00 ",Residential,1958,2160,$182.87 ,34.3157831,-83.841046
583,08118 006002B,5912 CHURCH ST,Hall County,GA,2/7/2022,"$343,100.00 ",Residential,2018,1312,$261.51 ,34.1812135,-83.9305707
584,15047 000227,8032 SLEEPY LAGOON WAY,Hall County,GA,2/7/2022,"$775,000.00 ",Residential,2007,4649,$166.70 ,34.1400473,-83.897943
585,15047 000227,8032 SLEEPY LAGOON WAY,Hall County,GA,2/7/2022,"$775,000.00 ",Residential,2007,4649,$166.70 ,34.1400473,-83.897943
586,10142 000078,3820 SHOPE RD,Hall County,GA,2/7/2022,"$305,000.00 ",Residential,1995,1732,$176.10 ,34.3868352,-83.8147123
587,15047Q000066,6457 CROSSCREEK LN,Hall County,GA,2/7/2022,"$400,000.00 ",Residential,2019,2360,$169.49 ,34.1554765,-83.8986673
588,12007 000039,5610 ALLINGTON CT,Hall County,GA,2/7/2022,"$499,000.00 ",Residential,2021,2725,$183.12 ,34.4515664,-83.8220894
589,10054 000017,6062 BARK CAMP RD,Hall County,GA,2/7/2022,"$275,000.00 ",Residential,1960,1734,$158.59 ,34.3953005,-83.9190692
590,15041D000384,6609 STAG LEAP LN,Hall County,GA,2/7/2022,"$675,000.00 ",Residential,2017,3302,$204.42 ,34.1301255,-83.873911
591,11108 000032,4961 SUN SCAPE CT,Hall County,GA,2/7/2022,"$400,000.00 ",Residential,2006,2754,$145.24 ,34.4046674,-83.929176
592,10162 000195,3241 HIDDEN VALLEY RD,Hall County,GA,2/7/2022,"$24,000.00 ",Residential,2022,1568,$0.00 ,34.372109,-83.776009
593,08076 002061,5641 RAINTREE TRCE,Hall County,GA,2/7/2022,"$303,000.00 ",Residential,1983,1605,$188.79 ,34.2269021,-83.9137728
594,15041F000078,7222 GRAND REUNION DR,Hall County,GA,2/4/2022,"$467,000.00 ",Residential,2005,2885,$161.87 ,34.1189163,-83.8697288
595,08051 001242,3667 ACORN DR,Hall County,GA,2/4/2022,"$264,900.00 ",Residential,2021,1544,$171.57 ,34.2241636,-83.8795835
596,08098A000100,4925 VIREO DR,Hall County,GA,2/4/2022,"$260,000.00 ",Residential,2003,1692,$153.66 ,34.1897049,-83.916659
597,10030 001031,5439 STEPSTONE WAY,Hall County,GA,2/4/2022,"$294,900.00 ",Residential,2021,1817,$162.30 ,34.24865795,-83.83906545
598,08139 003006C,6130 ORVILLE DR,Hall County,GA,2/4/2022,"$315,000.00 ",Residential,1967,1404,$224.36 ,34.1671179,-83.9502176
599,08150A000035,6713 THORNWOOD CT,Hall County,GA,2/4/2022,"$443,000.00 ",Residential,1993,2443,$181.33 ,34.1638746,-83.963057
600,15028I000041,5623 SERENITY ST,Hall County,GA,2/4/2022,"$325,000.00 ",Residential,1998,1581,$205.57 ,34.1481672,-83.7993752
601,00142 001013,1320 BROWN ST,Hall County,GA,2/4/2022,"$176,000.00 ",Residential,1955,582,$75.41 ,34.2876453,-83.7968877
602,01083 001002F,676 NE LAKEVIEW DR,Hall County,GA,2/4/2022,"$325,000.00 ",Residential,1983,1980,$164.14 ,34.3180518,-83.8058836
603,08160 001014,5041 BLACKBERRY LN,Hall County,GA,2/4/2022,"$500,000.00 ",Residential,1988,2880,$173.61 ,34.1609823,-83.9707263
604,08077 002062,5655 SALLEE AVE,Hall County,GA,2/4/2022,"$311,500.00 ",Residential,2005,1209,$257.65 ,34.231497,-83.9191933
605,08112 012007,5216 CHATTAHOOCHEE ST,Hall County,GA,2/4/2022,"$215,000.00 ",Residential,1982,1152,$186.63 ,34.1897389,-83.9235376
606,15041F000042,7254 GRAND REUNION DR,Hall County,GA,2/4/2022,"$430,000.00 ",Residential,2003,1970,$218.27 ,34.1175302,-83.8688592
607,15044H000064,4153 BURGUNDY WAY,Hall County,GA,2/4/2022,"$301,000.00 ",Residential,1991,1070,$281.31 ,34.1993925,-83.8713438
608,01114 001118,1429 NW LAKESHORE CIR,Hall County,GA,1/18/2022,"$259,900.00 ",Residential,1974,1711,$151.90 ,34.3095254,-83.8545711
609,08160 001029,5043 BLACKBERRY LN,Hall County,GA,2/4/2022,"$700,000.00 ",Residential,1989,3917,$178.71 ,34.1620634,-83.9698167
610,10081 000010,4262 SARDIS RD,Hall County,GA,2/4/2022,"$300,000.00 ",Residential,1961,1339,$224.05 ,34.3656107,-83.8978395
611,08006 001003,2402 SKELTON CIR,Hall County,GA,2/4/2022,"$220,000.00 ",Residential,1900,968,$227.27 ,34.2826262,-83.8571287
612,09079B000020,6342 WOODLAND STATION DR,Hall County,GA,2/4/2022,"$303,750.00 ",Residential,2021,2064,$147.17 ,34.4078026,-83.6930159
613,15029B000229,4864 RIVER BOTTOM DR,Hall County,GA,2/4/2022,"$445,764.00 ",Residential,2021,3080,$144.73 ,34.1856801,-83.808495
614,10151 000106,3414 SOUTH VIEW TRL,Hall County,GA,2/4/2022,"$371,300.00 ",Residential,1991,2543,$146.01 ,34.30618855,-83.9937091
615,15037F000100,4023 LYMAN WAY,Hall County,GA,2/4/2022,"$371,000.00 ",Residential,1989,2110,$175.83 ,34.2061963,-83.8335262
616,10011 000046,6113 CARDINAL DR,Hall County,GA,2/4/2022,"$365,000.00 ",Residential,2019,1986,$183.79 ,34.3883741,-83.9715738
617,08137B000072,6198 SADDLEHORSE DR,Hall County,GA,2/3/2022,"$460,000.00 ",Residential,2000,2626,$175.17 ,34.1567316,-83.9336319
618,10114 000125A,3574 THOMPSON BND,Hall County,GA,2/3/2022,"$315,000.00 ",Residential,1978,1560,$201.92 ,34.3613291,-83.8588371
619,15044L000023,3742 LEGACY WALK DR,Hall County,GA,2/3/2022,"$307,500.00 ",Residential,2002,1230,$250.00 ,34.2079611,-83.8644282
620,15044C000118,3834 STONEY CREEK DR,Hall County,GA,2/3/2022,"$275,000.00 ",Residential,1995,1140,$241.23 ,34.2052266,-83.8633928
621,09101A000072,4053 SKYLINE DR,Hall County,GA,2/2/2022,"$295,000.00 ",Residential,1992,1440,$204.86 ,34.3739744,-83.7491609
622,1.50E+20,4604 VILLAGER TRL,Hall County,GA,2/2/2022,"$188,000.00 ",Residential,1992,1724,$109.05 ,34.1875317,-83.8392853
623,08031A004041,4696 SW HIDDEN CREEK DR,Hall County,GA,2/2/2022,"$315,000.00 ",Residential,2016,1537,$204.94 ,34.2481117,-83.8818606
624,10074 000194,4501 WATERMAN DR,Hall County,GA,2/2/2022,"$337,000.00 ",Residential,2007,2162,$155.87 ,34.3634678,-83.9025164
625,01025 003001,600 NW NORTH AVE,Hall County,GA,2/2/2022,"$125,000.00 ",Residential,1937,756,$165.34 ,34.3051809,-83.8307123
626,01045 006003,1045 NW ROSEWOOD DR,Hall County,GA,2/2/2022,"$98,000.00 ",Residential,1959,880,$111.36 ,34.2995081,-83.8418539
627,10141 000030,3848 SHOPE RD,Hall County,GA,2/2/2022,"$345,000.00 ",Residential,1997,2184,$157.97 ,34.3857765,-83.8172612
628,10030 001044,5456 OLD LANTERN WAY,Hall County,GA,2/2/2022,"$290,900.00 ",Residential,2021,1284,$226.56 ,34.2819518,-83.9052263
629,01070 003057,1001 NW HOLLY DR,Hall County,GA,2/2/2022,"$230,000.00 ",Residential,1997,1275,$180.39 ,34.3130578,-83.8332569
630,10087A000009,3553 CUB CIR,Hall County,GA,2/2/2022,"$308,000.00 ",Residential,1993,1232,$250.00 ,34.3091408,-83.8970531
631,08023C000150,3315 SW WILLOW RIDGE CIR,Hall County,GA,2/2/2022,"$312,000.00 ",Residential,1998,1278,$244.13 ,34.2677859,-83.8766024
632,15041D000290,6446 SYCAMORE DR,Hall County,GA,2/2/2022,"$612,000.00 ",Residential,2016,3690,$165.85 ,34.1310843,-83.8714266
633,08120A000005,6396 LOCH ARBOR DR,Hall County,GA,2/2/2022,"$700,000.00 ",Residential,1992,3605,$194.17 ,34.1962019,-83.9474881
634,02024 000013,6990 SHOAL CREEK RD,Hall County,GA,2/1/2022,"$240,000.00 ",Residential,1985,1632,$147.06 ,34.5131686,-83.7869161
635,08118B000013,6239 SHOREVIEW CIR,Hall County,GA,2/1/2022,"$258,000.00 ",Residential,2001,1506,$171.31 ,34.1830128,-83.9350825
636,01084 001038,2739 NE LIMESTONE CREEK DR,Hall County,GA,2/1/2022,"$429,500.00 ",Residential,2021,2136,$201.08 ,34.3251778,-83.8083707
637,08033 000056,3407 MICHAEL CIR,Hall County,GA,2/1/2022,"$208,000.00 ",Residential,1988,1532,$135.77 ,34.2682694,-83.8888985
638,08100 001162,5986 PARK BAY CT,Hall County,GA,2/1/2022,"$245,819.00 ",Residential,2021,2851,$86.22 ,34.2134154,-83.9259864
639,15047W000068,6819 NEW FERN LN,Hall County,GA,2/1/2022,"$482,500.00 ",Residential,2017,3310,$145.77 ,34.1530441,-83.9067999
640,15029B000069,4985 LITTLE FOX TRL,Hall County,GA,2/1/2022,"$492,791.00 ",Residential,2021,3581,$137.61 ,34.180829,-83.8058421
641,08054 001066,5008 MERLIN DR,Hall County,GA,2/1/2022,"$227,000.00 ",Residential,1975,1284,$176.79 ,34.2400384,-83.8969289
642,10068 000064,3506 CAMERON CIR,Hall County,GA,1/31/2022,"$287,000.00 ",Residential,2005,2030,$141.38 ,34.3060083,-83.9027234
643,08135A000009,5382 VALLEY FOREST WAY,Hall County,GA,1/31/2022,"$380,500.00 ",Residential,2000,2341,$162.54 ,34.1573654,-83.9271784
644,10021 000026,3498 WESTHAMPTON WAY,Hall County,GA,1/31/2022,"$500,000.00 ",Residential,1999,3044,$164.26 ,34.3206853,-83.9459578
645,10072 003021,2903 FRAN MAR DR,Hall County,GA,1/31/2022,"$120,000.00 ",Residential,1979,1078,$111.32 ,34.3474199,-83.9018853
646,15041D000270,6414 SYCAMORE DR,Hall County,GA,1/31/2022,"$635,000.00 ",Residential,2014,3336,$190.35 ,34.1301026,-83.8699773
647,15041D000270,6414 SYCAMORE DR,Hall County,GA,1/31/2022,"$635,000.00 ",Residential,2014,3336,$190.35 ,34.1301026,-83.8699773
648,08141 003015,6448 PARADISE POINT RD,Hall County,GA,1/31/2022,"$229,500.00 ",Residential,1966,1144,$200.61 ,34.1830129,-83.9547665
649,11060 000025,4864 NEWTON DR,Hall County,GA,1/31/2022,"$400,000.00 ",Residential,1965,1161,$344.53 ,34.404048,-83.879566
650,08054 001021,4712 KINGS CT,Hall County,GA,1/31/2022,"$255,000.00 ",Residential,1962,1224,$208.33 ,34.242539,-83.8958941
651,15042 000649,6956 MANCHESTER DR,Hall County,GA,1/31/2022,"$443,815.00 ",Residential,2021,3500,$126.80 ,34.1430981,-83.8891882
652,12033 000003,5903 WAUKA MOUNTAIN SPRINGS DR,Hall County,GA,1/31/2022,"$329,000.00 ",Residential,2019,3646,$90.24 ,34.476096,-83.799876
653,09052A000087,5319 SKYLAND CT,Hall County,GA,1/31/2022,"$282,900.00 ",Residential,2004,1606,$176.15 ,34.4094377,-83.6569941
654,10030 001041,5459 OLD LANTERN WAY,Hall County,GA,1/31/2022,"$290,900.00 ",Residential,2021,1284,$226.56 ,34.2819518,-83.9052263
655,08026 000248,3022 SW CAMPUS POINTE CIR,Hall County,GA,1/31/2022,"$170,000.00 ",Residential,2006,1234,$137.76 ,34.2430691,-83.8572753
656,08024 006183,4417 SW CHESTNUT OAK WAY,Hall County,GA,1/31/2022,"$443,127.00 ",Residential,2021,3236,$136.94 ,34.2528513,-83.8682685
657,08031A004048,4668 SW HIDDEN CREEK DR,Hall County,GA,1/31/2022,"$320,000.00 ",Residential,2015,1807,$177.09 ,34.2489973,-83.8814052
658,15042 000476,6967 LANCASTER XING,Hall County,GA,1/31/2022,"$490,980.00 ",Residential,2021,3134,$156.66 ,34.1400411,-83.8900222
659,08057 001029,4415 FLAT CREEK DR,Hall County,GA,1/31/2022,"$775,000.00 ",Residential,2002,2108,$367.65 ,34.2692216,-83.9163176
660,10097 000085,4015 SOAPSTONE LN,Hall County,GA,1/31/2022,"$357,000.00 ",Residential,1989,2028,$176.04 ,34.3551694,-83.8859592
661,15022J000034,3132 SE LILAC CREEK TRL,Hall County,GA,1/31/2022,"$300,000.00 ",Residential,2016,2172,$138.12 ,34.2787475,-83.7671963
662,01079 001001B,1126 NE SOUTH ENOTA DR,Hall County,GA,1/31/2022,"$261,000.00 ",Residential,1955,1445,$180.62 ,34.3214856,-83.8199758
663,15041 000014,1685 FRIENDSHIP RD,Hall County,GA,1/31/2022,"$1,550,000.00 ",Residential,2004,3723,$416.33 ,34.1145998,-83.8562639
664,08024 006203,4418 SW CHESTNUT OAK WAY,Hall County,GA,1/31/2022,"$458,009.00 ",Residential,2021,2740,$167.16 ,34.2528513,-83.8682685
665,08118 005001A,5811 TANNER ST,Hall County,GA,1/31/2022,"$330,000.00 ",Residential,1957,1175,$280.85 ,34.1829064,-83.9289159
666,15047 000260,7843 BENCHMARK DR,Hall County,GA,1/31/2022,"$405,000.00 ",Residential,2005,2400,$168.75 ,34.1375907,-83.9012334
667,10138 000030,2727 WAYMAN DR,Hall County,GA,1/31/2022,"$180,000.00 ",Residential,1962,1885,$95.49 ,34.3572255,-83.8176135
668,10138 000030,2727 WAYMAN DR,Hall County,GA,1/31/2022,"$218,000.00 ",Residential,1962,1885,$115.65 ,34.3572255,-83.8176135
669,08065 000286,5123 WATCHMANS CV,Hall County,GA,1/31/2022,"$414,940.00 ",Residential,2021,2233,$185.82 ,34.2418663,-83.910214
670,00109 002002,2307 MOUNTAIN CREST PL,Hall County,GA,1/31/2022,"$375,000.00 ",Residential,1966,1248,$300.48 ,34.3209656,-83.8707226
671,12025 000022,3905 CLEVELAND HWY,Hall County,GA,1/31/2022,"$135,000.00 ",Residential,1957,816,$165.44 ,34.3987154,-83.8062981
672,15001 000026,6558 OLD GILLSVILLE RD,Hall County,GA,1/31/2022,"$290,000.00 ",Residential,1945,1645,$176.29 ,34.3038363,-83.6247207
673,09101A000041,3937 SKYLINE DR,Hall County,GA,1/28/2022,"$680,000.00 ",Residential,1998,2155,$315.55 ,34.3739705,-83.7514117
674,10030 001043,5460 OLD LANTERN WAY,Hall County,GA,1/28/2022,"$304,900.00 ",Residential,2021,2111,$144.43 ,34.2819518,-83.9052263
675,08111 003269,5975 SCREECH OWL DR,Hall County,GA,1/28/2022,"$363,990.00 ",Residential,2021,2884,$126.21 ,34.1911189,-83.9254306
676,12108 000030,8853 SHALLOW CREEK TRL,Hall County,GA,1/28/2022,"$315,000.00 ",Residential,2018,1293,$243.62 ,34.5040876,-83.7397838
677,09101A000084,3908 SKYLINE DR,Hall County,GA,1/28/2022,"$260,900.00 ",Residential,2021,1008,$258.83 ,34.3720579,-83.7498974
678,15047 002236,7009 RIVER ROCK DR,Hall County,GA,1/28/2022,"$474,555.00 ",Residential,2021,1880,$252.42 ,34.1450196,-83.9083792
679,12127 000053,8711 HARDWOOD TRL,Hall County,GA,1/28/2022,"$438,900.00 ",Residential,2021,2603,$168.61 ,34.4618007,-83.7186572
680,15046 000059,6320 IRIS DR,Hall County,GA,1/28/2022,"$275,000.00 ",Residential,1986,1269,$216.71 ,34.1606763,-83.8970117
681,12007 000125,5839 CANTERBURY WAY,Hall County,GA,1/28/2022,"$490,240.00 ",Residential,2021,2909,$168.53 ,34.4564343,-83.8270622
682,00116 005015A,255 GREEN HILL CIR,Hall County,GA,1/28/2022,"$179,900.00 ",Residential,1960,752,$239.23 ,34.2904102,-83.8580399
683,12127 000037,8631 DECOY LN,Hall County,GA,1/28/2022,"$465,000.00 ",Residential,2021,1927,$241.31 ,34.4624015,-83.7196853
684,09079B000021,6346 WOODLAND STATION DR,Hall County,GA,1/28/2022,"$313,700.00 ",Residential,2021,2184,$143.64 ,34.4079404,-83.6928315
685,10030 001032,5443 STEPSTONE WAY,Hall County,GA,1/28/2022,"$307,620.00 ",Residential,2021,1508,$203.99 ,34.24865795,-83.83906545
686,08054 004031,4989 FAWNWOOD DR,Hall County,GA,1/28/2022,"$276,040.00 ",Residential,2021,2080,$132.71 ,32.63876035,-82.8768023
687,15037D000026,4619 PLANTATION DR,Hall County,GA,1/28/2022,"$366,200.00 ",Residential,1995,1912,$191.53 ,34.1788137,-83.8389124
688,08031 005142,3760 PROSPECT POINT DR,Hall County,GA,1/28/2022,"$239,199.00 ",Residential,2021,1864,$128.33 ,34.25554,-83.8790453
689,08171 002073,4873 STONE WAY PATH,Hall County,GA,1/28/2022,"$651,000.00 ",Residential,2021,3465,$187.88 ,34.1335555,-83.9554281
690,08031 005137,3740 PROSPECT POINT DR,Hall County,GA,1/28/2022,"$234,183.00 ",Residential,2021,1760,$133.06 ,34.25554,-83.8790453
691,08031 005138,3744 PROSPECT POINT DR,Hall County,GA,1/28/2022,"$237,808.00 ",Residential,2021,1760,$135.12 ,34.25554,-83.8790453
692,08031 005141,3756 PROSPECT POINT DR,Hall County,GA,1/28/2022,"$229,183.00 ",Residential,2021,1760,$130.22 ,34.25554,-83.8790453
693,08042A000368,5244 TIMBER HILLS DR,Hall County,GA,1/28/2022,"$266,000.00 ",Residential,2017,1566,$169.86 ,34.2456584,-83.889225
694,08051 001239,3679 ACORN DR,Hall County,GA,1/28/2022,"$283,900.00 ",Residential,2021,1576,$180.14 ,34.224176,-83.8798319
695,08051 001244,3659 ACORN DR,Hall County,GA,1/28/2022,"$259,900.00 ",Residential,2021,1544,$168.33 ,34.224244,-83.8794593
696,08134 000007,6148 WADE ORR RD,Hall County,GA,1/28/2022,"$542,976.00 ",Residential,2021,2551,$212.85 ,34.1617808,-83.9339253
697,10073 000071,3292 HIGH VIEW CT,Hall County,GA,1/28/2022,"$351,000.00 ",Residential,2002,3057,$114.82 ,34.3551471,-83.907193
698,15042 000475,6971 LANCASTER XING,Hall County,GA,1/28/2022,"$523,025.00 ",Residential,2021,3192,$163.85 ,34.1400411,-83.8900222
699,10146 000021A,3342 BARRY LN,Hall County,GA,1/28/2022,"$515,000.00 ",Residential,2005,2442,$210.89 ,34.3631236,-83.8052618
700,12064A001007,171 KING ST,Hall County,GA,1/28/2022,"$206,000.00 ",Residential,1996,1105,$186.43 ,34.4767627,-83.7719246
701,08041 001037,4524 HOLIDAY HEIGHTS DR,Hall County,GA,1/28/2022,"$329,000.00 ",Residential,1972,2417,$136.12 ,34.2543652,-83.898005
702,08150 001098,4242 BRENTWOOD DR,Hall County,GA,1/28/2022,"$441,000.00 ",Residential,2012,2647,$166.60 ,34.1618393,-83.9546837
703,15047 002234,7001 RIVER ROCK DR,Hall County,GA,1/28/2022,"$428,118.00 ",Residential,2021,1880,$227.72 ,34.1452641,-83.9083932
704,08054 001010,4615 STEPHENS RD,Hall County,GA,1/28/2022,"$235,000.00 ",Residential,1960,1096,$214.42 ,34.2431775,-83.8956871
705,15014D000064,3531 PENNINGTON TRL,Hall County,GA,1/28/2022,"$216,000.00 ",Residential,2004,1318,$163.88 ,34.2388319,-83.7433001
706,08150 001118,4333 CHESTERFIELD CT,Hall County,GA,1/28/2022,"$470,000.00 ",Residential,2013,2598,$180.91 ,34.1604318,-83.9559777
707,08065 000293,5307 SCHOONER CT,Hall County,GA,1/28/2022,"$429,340.00 ",Residential,2021,2758,$155.67 ,34.2426798,-83.9109175
708,08015B000078,3029 SW BENTLEY PARK CIR,Hall County,GA,1/28/2022,"$210,000.00 ",Residential,2000,1008,$208.33 ,34.2740129,-83.873486
709,08031 005139,3748 PROSPECT POINT DR,Hall County,GA,1/28/2022,"$239,909.00 ",Residential,2021,1864,$128.71 ,34.25554,-83.8790453
710,08112 028008,6023 MORROW DR,Hall County,GA,1/28/2022,"$224,860.00 ",Residential,1987,1591,$141.33 ,34.1904824,-83.9306948
711,15048D000099,6756 SPRING HEAD DR,Hall County,GA,1/28/2022,"$248,750.00 ",Residential,1997,1108,$224.50 ,34.1294814,-83.8914236
712,08012 009026,4229 SW PEARHAVEN LN,Hall County,GA,1/12/2022,"$265,000.00 ",Residential,2013,2324,$114.03 ,34.2517182,-83.8631444
713,08012 009026,4229 SW PEARHAVEN LN,Hall County,GA,1/28/2022,"$360,100.00 ",Residential,2013,2324,$154.95 ,34.2517182,-83.8631444
714,08054 004030,4985 FAWNWOOD DR,Hall County,GA,1/28/2022,"$275,000.00 ",Residential,2021,1370,$200.73 ,34.30618855,-83.83906545
715,10115 000088,3720 INDIAN SPRINGS RD,Hall County,GA,1/27/2022,"$370,000.00 ",Residential,1973,2408,$153.65 ,34.3736196,-83.8662089
716,15047G000090,6934 SCARLET OAK WAY,Hall County,GA,1/27/2022,"$401,485.00 ",Residential,2021,1860,$215.85 ,34.1572239,-83.9127648
717,08100 001175,6015 PARK BAY CT,Hall County,GA,1/27/2022,"$325,500.00 ",Residential,2021,2917,$111.59 ,34.2136037,-83.9232499
718,09064 000005M,6841 DUNCAN RD,Hall County,GA,1/27/2022,"$255,000.00 ",Residential,2006,1530,$166.67 ,34.4092846,-83.6636213
719,08041A000019,3925 MOUNTAIN VIEW RD,Hall County,GA,1/27/2022,"$160,000.00 ",Residential,1981,1024,$156.25 ,34.2535659,-83.8880291
720,10072 003031,2929 FRAN MAR DR,Hall County,GA,1/27/2022,"$73,500.00 ",Residential,1969,1131,$64.99 ,34.3495224,-83.9009437
