fid,field_1,Unnamed_ 0,Parcel ID,Address,Sale Date,Sale Price,Qualified,Reason,Acres,Parcel  Cl,Year  Buil,Square Ft,Price Per,lat,long,GEOID
"1039","519","519",15044 000285,4745 CARDINAL RIDGE WAY,3/11/2022,"$770,000.00",Qualified,FM,0.84,Residential,"2007","3513",$219.19,34.1802086,-83.883703,"131390016032"
"1040","540","540",15044 000156,4622 DEER CREEK CT,3/10/2022,"$788,000.00",Qualified,FM,0.93,Residential,"2006","4287",$183.81,34.1859668,-83.8759192,"131390016032"
"1041","641","641",15044 000176,5006 DEER CREEK CT,3/1/2022,"$875,000.00",Qualified,FM,0.92,Residential,"2006","3392",$257.96,34.1836289,-83.8681797,"131390016032"
"1042","766","766",15046H000013,4738 COKER DR,2/24/2022,"$290,800.00",Qualified,FM,0.58,Residential,"2005","1262",$230.43,34.1783493,-83.8911338,"131390016032"
"1043","778","778",15044 000248,4553 DEER CREEK CT,2/23/2022,"$799,000.00",Qualified,FM,0.82,Residential,"2007","4882",$163.66,34.1876938,-83.8758364,"131390016032"
"1044","785","785","15046D000023",4616 CREEK SIDE DR,2/23/2022,"$290,000.00",Qualified,FM,0.59,Residential,"1990","1526",$190.04,34.18088,-83.8958941,"131390016032"
"1045","882","882",15046H000007,4729 COKER DR,2/15/2022,"$1,188,400.00",Unqualified,"51",0.75,Residential,"1998","1050","$1,131.81",34.1781802,-83.8920859,"131390016032"
"1046","900","900",15044G000055,4744 QUAILWOOD DR,2/11/2022,"$930,000.00",Qualified,FM,1.04,Residential,"2006","4084",$227.72,34.1858398,-83.8668715,"131390016032"
"1047","1318","1318",15044 000279,4740 CARDINAL RIDGE WAY,1/7/2022,"$735,000.00",Qualified,FM,0.81,Residential,"2007","4494",$163.55,34.1808846,-83.8833718,"131390016032"
"1048","125","125",15039 000381,5920 CHIMNEY ROCK DR,4/12/2022,"$475,000.00",Qualified,FM,0.16,Residential,"2007","2166",$219.30,34.1177175,-83.8444431,"131390016121"
"1049","139","139",15041C000084,5743 COMMUNITY LN,4/11/2022,"$585,000.00",Qualified,FM,0.24,Residential,"2002","2479",$235.98,34.1168296,-83.8578638,"131390016121"
"1050","184","184",15039J000012,6412 FALLING WATER LN,4/4/2022,"$520,000.00",Qualified,FM,0.21,Residential,"2007","2435",$213.55,34.1198485,-83.8545711,"131390016121"
"1051","308","308",15039 000447,5986 CHIMNEY ROCK DR,3/28/2022,"$428,000.00",Qualified,FM,0.19,Residential,"2007","1852",$231.10,34.1167889,-83.8427653,"131390016121"
"1052","333","333",15039 000322,6269 RIVERVIEW PKWY,3/25/2022,"$415,300.00",Qualified,FM,0.28,Residential,"2012","3041",$136.57,34.1239998,-83.838871,"131390016121"
"1053","342","342",15039G000224,6296 BROOKSIDE LN,3/25/2022,"$372,000.00",Qualified,FM,0.19,Residential,"2007","1356",$274.34,34.1166664,-83.8472393,"131390016121"
"1054","420","420",15039 000120,5931 LEXINGTON WAY,3/21/2022,"$396,500.00",Qualified,FM,0.16,Residential,"2014","2501",$158.54,34.1259934,-83.8319931,"131390016121"
"1055","439","439",15039 000185,5783 BERKSHIRE TRCE,3/18/2022,"$425,000.00",Qualified,FM,0.17,Residential,"2006","2923",$145.40,34.12419213,-83.83168574,"131390016121"
"1056","538","538",15039 000254,6126 BENDCREEK LN,3/10/2022,"$495,000.00",Qualified,FM,0.23,Residential,"2006","3346",$147.94,34.1236063,-83.8344792,"131390016121"
"1057","667","667",15039G000046,6010 CREEKSIDE LN,2/28/2022,"$501,000.00",Qualified,FM,0.14,Residential,"2006","2052",$244.15,34.1214442,-83.8440495,"131390016121"
"1058","1039","1039",15041 000014,1685 FRIENDSHIP RD,1/31/2022,"$1,550,000.00",Qualified,FM,11.6,Residential,"2004","3723",$416.33,34.1145998,-83.8562639,"131390016121"
"1059","1134","1134",15039 000284,6303 STONEBRIDGE CV,1/25/2022,"$482,500.00",Qualified,FM,0.36,Residential,"2013","3256",$148.19,34.1259185,-83.8351259,"131390016121"
"1060","1174","1174",15039G000262,6209 AZALEA WAY,1/21/2022,"$356,150.00",Qualified,FM,0.11,Residential,"2007","1426",$249.75,34.1183473,-83.8470736,"131390016121"
"1061","1206","1206",15039G000164,6302 ROCKPOINT LN,1/18/2022,"$350,000.00",Qualified,FM,0.18,Residential,"2007","1563",$223.93,34.1150673,-83.8447124,"131390016121"
"1062","1217","1217",15039 000423,5963 CHIMNEY ROCK DR,1/14/2022,"$475,000.00",Qualified,FM,0.15,Residential,"2007","1942",$244.59,34.1176901,-83.8425996,"131390016121"
"1063","1351","1351",15039 000311,6221 RIVERVIEW PKWY,1/4/2022,"$390,000.00",Qualified,FM,0.26,Residential,"2012","2794",$139.58,34.1255562,-83.8370894,"131390016121"
"1064","60","60",15047K000103,6884 FLAGSTONE WAY,5/17/2022,"$500,000.00",Qualified,FM,0.2,Residential,"2016","2346",$213.13,34.1490545,-83.8944661,"131390016093"
"1065","79","79",15047H000006,6738 BLUE HERON WAY,4/29/2022,"$660,000.00",Qualified,FM,0.17,Residential,"2014","2232",$295.70,34.1508337,-83.8958527,"131390016093"
"1066","103","103",15042 000456,7058 LANCASTER XING,4/15/2022,"$499,736.00",Qualified,FM,0.26,Residential,"2021","3288",$151.99,34.1395159,-83.8924258,"131390016093"
"1067","106","106",15047 000684,6807 LAKE STERLING BLVD,4/15/2022,"$750,000.00",Qualified,FM,30,Residential,"2017","3526",$212.71,34.1522934,-83.8964736,"131390016093"
"1068","117","117",15047 000673,6859 LAKE STERLING BLVD,4/14/2022,"$755,000.00",Qualified,FM,0.32,Residential,"2018","3322",$227.27,34.1496376,-83.8979223,"131390016093"
"1069","129","129",15042 000494,7042 BRANCH CREEK CV,4/12/2022,"$507,579.00",Qualified,FM,0.18,Residential,"2021","3268",$155.32,34.13829545,-83.88915694,"131390016093"
"1070","157","157",15047 000737,6946 GOLDEN BUD LN,4/8/2022,"$410,000.00",Qualified,FM,0.15,Residential,"2011","2140",$191.59,34.1499095,-83.8990398,"131390016093"
"1071","199","199",15042 000701,6805 BENJAMIN DR,4/1/2022,"$428,530.00",Qualified,FM,0.18,Residential,"2021","3627",$118.15,34.1412192,-83.8880552,"131390016093"
"1072","211","211",15042 000495,7048 BRANCH CREEK CV,3/31/2022,"$471,135.00",Qualified,FM,0.29,Residential,"2021","3110",$151.49,34.13797888,-83.88907475,"131390016093"
"1073","212","212",15042 000579,6811 LANCASTER XING,2/10/2022,"$345,000.00",Qualified,FM,0.24,Residential,"2019","2725",$126.61,34.1377721,-83.8839721,"131390016093"
"1074","213","213",15042 000579,6811 LANCASTER XING,3/31/2022,"$423,000.00",Qualified,FM,0.24,Residential,"2019","2725",$155.23,34.1377721,-83.8839721,"131390016093"
"1075","233","233",15042 000547,7053 BRANCH CREEK CV,3/31/2022,"$487,880.00",Qualified,FM,0.21,Residential,"2021","2854",$170.95,34.13802781,-83.88839107,"131390016093"
"1076","260","260",15047Q000019,6527 CROSSCREEK LN,2/1/2022,"$372,900.00",Qualified,FM,0.1,Residential,"2019","2059",$181.11,34.1548163,-83.9010679,"131390016093"
"1077","261","261",15047Q000019,6527 CROSSCREEK LN,3/30/2022,"$428,000.00",Qualified,FM,0.1,Residential,"2019","2059",$207.87,34.1548163,-83.9010679,"131390016093"
"1078","289","289",15042 000458,7067 LANCASTER XING,3/29/2022,"$519,694.00",Qualified,FM,0.28,Residential,"2021","3140",$165.51,34.1393507,-83.8924107,"131390016093"
"1079","347","347",15047 001133,7102 BOATHOUSE WAY,3/25/2022,"$680,000.00",Qualified,FM,0.25,Residential,"2017","2268",$299.82,34.1464229,-83.8990191,"131390016093"
"1080","376","376",15042 000461,7055 LANCASTER XING,3/23/2022,"$493,013.00",Qualified,FM,0.23,Residential,"2021","3184",$154.84,34.138652,-83.8920859,"131390016093"
"1081","378","378",15047 000923,6873 BIG SKY DR,3/23/2022,"$416,000.00",Qualified,FM,0.1,Residential,"2015","2230",$186.55,34.1515156,-83.8999918,"131390016093"
"1082","416","416",15047 000935,6825 BIG SKY DR,3/21/2022,"$392,500.00",Qualified,FM,0.13,Residential,"2016","1763",$222.63,34.1525547,-83.8999918,"131390016093"
"1083","481","481",15042 000073,7002 SPOUT SPRINGS RD,3/15/2022,"$250,000.00",Qualified,FM,0.92,Residential,"1989","1218",$205.25,34.1303854,-83.880867,"131390016093"
"1084","491","491",15042 000629,6836 BENJAMIN DR,3/14/2022,"$457,720.00",Qualified,FM,0.31,Residential,"2021","3068",$149.19,34.1426755,-83.888072,"131390016093"
"1085","502","502",15047M000014,7142 LAKE EDGE DR,3/11/2022,"$556,000.00",Qualified,FM,0.26,Residential,"2019","3113",$178.61,34.1514182,-83.9023923,"131390016093"
"1086","541","541",15042 000473,6979 LANCASTER XING,3/10/2022,"$545,980.00",Qualified,FM,0.17,Residential,"2021","2740",$199.26,34.1400411,-83.8900222,"131390016093"
"1087","583","583",15042 000463,7047 LANCASTER XING,3/7/2022,"$515,348.00",Qualified,FM,0.2,Residential,"2021","3288",$156.74,34.1390438,-83.8921273,"131390016093"
"1088","597","597",15042 000472,6983 LANCASTER XING,3/4/2022,"$577,981.00",Qualified,FM,0.17,Residential,"2021","3192",$181.07,34.1400576,-83.8901406,"131390016093"
"1089","633","633",15047Q000003,6512 CROSSCREEK LN,3/2/2022,"$393,000.00",Qualified,FM,0.1,Residential,"2019","2384",$164.85,34.1553195,-83.9007368,"131390016093"
"1090","657","657",15047P000019,6406 CROSSCREEK LN,2/28/2022,"$430,000.00",Qualified,FM,0.12,Residential,"2020","2470",$174.09,34.1550499,-83.8970531,"131390016093"
"1091","675","675",15042 000481,7005 BRANCH CREEK CV,2/28/2022,"$506,840.00",Qualified,FM,0.25,Residential,"2021","2854",$177.59,34.1393581,-83.8904797,"131390016093"
"1092","722","722",15047 001191,7008 FLAGSTONE WAY,2/25/2022,"$517,150.00",Qualified,FM,0.22,Residential,"2021","2136",$242.11,34.1464313,-83.8978809,"131390016093"
"1093","755","755",15042 000484,7006 BRANCH CREEK CV,2/24/2022,"$455,930.00",Qualified,FM,0.27,Residential,"2021","2162",$210.88,34.13904947,-83.89039146,"131390016093"
"1094","783","783",15047 000776,6888 BIG SKY DR,2/23/2022,"$416,000.00",Qualified,FM,0.13,Residential,"2015","1768",$235.29,34.1510682,-83.899702,"131390016093"
"1095","786","786",15047 000575,6943 FELLOWSHIP LN,1/7/2022,"$459,000.00",Qualified,FM,0.07,Residential,"2007","3049",$150.54,34.1481709,-83.8989443,"131390016093"
"1096","792","792",15042 000581,7045 BRANCH CREEK CV,2/22/2022,"$416,475.00",Qualified,FM,0.16,Residential,"2021","2124",$196.08,34.13840841,-83.88878536,"131390016093"
"1097","801","801",15042 000628,6832 BENJAMIN DR,2/22/2022,"$475,855.00",Qualified,FM,0.31,Residential,"2021","3398",$140.04,34.1425148,-83.8880078,"131390016093"
"1098","813","813",15042 000634,6907 MANCHESTER DR,2/18/2022,"$443,780.00",Qualified,FM,0.35,Residential,"2021","3454",$128.48,34.143152,-83.887425,"131390016093"
"1099","858","858",15042 000582,7041 BRANCH CREEK CV,2/16/2022,"$488,470.00",Qualified,FM,0.19,Residential,"2021","3070",$159.11,34.13853697,-83.88890593,"131390016093"
"1100","863","863",15042 000493,7007 KEMPTON CT,2/16/2022,"$475,200.00",Qualified,FM,0.22,Residential,"2021","3180",$149.43,34.1385028,-83.8895567,"131390016093"
"1101","895","895",15042 000548,7049 BRANCH CREEK CV,2/14/2022,"$467,601.00",Qualified,FM,0.18,Residential,"2021","3169",$147.55,34.13811927,-83.8884533,"131390016093"
"1102","911","911",15042 000696,6825 BENJAMIN DR,2/11/2022,"$365,075.00",Qualified,FM,0.18,Residential,"2021","2527",$144.47,34.1420259,-83.8885259,"131390016093"
"1103","915","915",15042 000462,7051 LANCASTER XING,2/11/2022,"$486,286.00",Qualified,FM,0.23,Residential,"2021","2740",$177.48,34.1388569,-83.8922992,"131390016093"
"1104","931","931",15042 000624,6863 KATE LN,2/10/2022,"$371,312.00",Qualified,FM,0.27,Residential,"2021","2732",$135.91,34.1424912,-83.8875112,"131390016093"
"1105","937","937",15042 000623,6867 KATE LN,2/9/2022,"$421,860.00",Qualified,FM,0.27,Residential,"2021","3539",$119.20,34.1423628,-83.8873774,"131390016093"
"1106","954","954",15047 001192,7012 FLAGSTONE WAY,2/8/2022,"$508,857.00",Qualified,FM,0.22,Residential,"2021","1445",$352.15,34.1462622,-83.8979637,"131390016093"
"1107","964","964",15047Q000066,6457 CROSSCREEK LN,2/7/2022,"$400,000.00",Qualified,FM,0.11,Residential,"2019","2360",$169.49,34.1554765,-83.8986673,"131390016093"
"1108","1028","1028",15042 000649,6956 MANCHESTER DR,1/31/2022,"$443,815.00",Qualified,FM,0.17,Residential,"2021","3500",$126.80,34.1430981,-83.8891882,"131390016093"
"1109","1034","1034",15042 000476,6967 LANCASTER XING,1/31/2022,"$490,980.00",Qualified,FM,0.26,Residential,"2021","3134",$156.66,34.1400411,-83.8900222,"131390016093"
"1110","1074","1074",15042 000475,6971 LANCASTER XING,1/28/2022,"$523,025.00",Qualified,FM,0.17,Residential,"2021","3192",$163.85,34.1400411,-83.8900222,"131390016093"
"1111","1103","1103",15047P000015,6388 CROSSCREEK LN,1/27/2022,"$389,900.00",Qualified,FM,0.11,Residential,"2020","1929",$202.13,34.1546767,-83.8973842,"131390016093"
"1112","1120","1120",15042 000647,6948 MANCHESTER DR,1/26/2022,"$385,465.00",Qualified,FM,0.18,Residential,"2021","2512",$153.45,34.1431765,-83.8890226,"131390016093"
"1113","1127","1127",15042 000474,6975 LANCASTER XING,1/25/2022,"$517,234.00",Qualified,FM,0.17,Residential,"2021","3110",$166.31,34.1400411,-83.8900222,"131390016093"
"1114","1145","1145",15042 000648,6952 MANCHESTER DR,1/24/2022,"$374,125.00",Qualified,FM,0.17,Residential,"2021","2761",$135.50,34.1430999,-83.8890355,"131390016093"
"1115","1181","1181",15042 000621,6870 KATE LN,1/20/2022,"$373,685.00",Qualified,FM,0.28,Residential,"2021","2652",$140.91,34.1423332,-83.88687,"131390016093"
"1116","1212","1212",15042 000625,6859 KATE LN,1/18/2022,"$460,000.00",Qualified,FM,0.17,Residential,"2021","2652",$173.45,34.1423085,-83.8876772,"131390016093"
"1117","1237","1237",15042 000611,6752 CAMBRIDGE DR,1/14/2022,"$354,820.00",Qualified,FM,0.17,Residential,"2021","2682",$132.30,34.1411785,-83.8871598,"131390016093"
"1118","1260","1260",15042 000440,6984 LANCASTER XING,1/13/2022,"$467,409.00",Qualified,FM,0.17,Residential,"2021","3110",$150.29,34.1400632,-83.89018,"131390016093"
"1119","1269","1269",15047Q000069,6445 CROSSCREEK LN,1/12/2022,"$385,000.00",Qualified,FM,0.12,Residential,"2019","2211",$174.13,34.1555425,-83.8982534,"131390016093"
"1120","1275","1275",15042 000446,7016 LANCASTER XING,1/12/2022,"$380,375.00",Qualified,FM,0.29,Residential,"2021","2329",$163.32,34.1402396,-83.891443,"131390016093"
"1121","1278","1278",15042 000630,6939 MANCHESTER DR,1/11/2022,"$481,560.00",Qualified,FM,0.23,Residential,"2021","3510",$137.20,34.1428858,-83.8884017,"131390016093"
"1122","1298","1298",15047 000918,6902 TRAILING IVY WAY,1/10/2022,"$382,500.00",Qualified,FM,0.18,Residential,"2014","2272",$168.35,34.1524766,-83.8988535,"131390016093"
"1123","13","13",15037H000146,4445 LONGMEAD RD,6/30/2022,"$797,000.00",Qualified,FM,0.64,Residential,"2005","4506",$176.88,34.1980358,-83.8455202,"131390013032"
"1124","85","85",15037 000245,4453 PARK ROYAL DR,4/19/2022,"$775,000.00",Qualified,FM,1.13,Residential,"2009","4424",$175.18,34.2027968,-83.8382081,"131390013032"
"1125","194","194",15037F000078,4012 PRINCETON PL,4/1/2022,"$430,000.00",Qualified,FM,0.66,Residential,"2018","2122",$202.64,34.2042027,-83.8351835,"131390013032"
"1126","570","570",15037H000124,4588 KNIGHTSBRIDGE RD,3/8/2022,"$550,000.00",Qualified,FM,1.02,Residential,"2002","2894",$190.05,34.1986629,-83.8373173,"131390013032"
"1127","640","640",15036B000064,3905 HUNT DR,3/1/2022,"$58,000.00",Unqualified,"5",0.56,Residential,"1979","1041",$55.72,34.2114754,-83.8387052,"131390013032"
"1128","695","695",15037H000136,4416 LONGMEAD RD,2/28/2022,"$515,000.00",Qualified,FM,0.59,Residential,"2004","3373",$152.68,34.1995173,-83.8452923,"131390013032"
"1129","844","844",15036B000068,3908 HUNT DR,2/17/2022,"$270,000.00",Qualified,FM,1.11,Residential,"1979","1823",$148.11,34.210705,-83.838871,"131390013032"
"1130","885","885",15037N000039,4209 ARBOR CHASE RD,2/15/2022,"$349,900.00",Qualified,FM,0.6,Residential,"2002","1860",$188.12,34.1996732,-83.8302943,"131390013032"
"1131","992","992",15037F000100,4023 LYMAN WAY,2/4/2022,"$371,000.00",Qualified,FM,0.66,Residential,"1989","2110",$175.83,34.2061963,-83.8335262,"131390013032"
"1132","224","224",15037G000131,4633 ROYAL LAKES DR,3/31/2022,"$585,000.00",Qualified,FM,0.6,Residential,"1991","2689",$217.55,34.1996749,-83.8540533,"131390013031"
"1133","245","245",15036A000064,3432 POPLAR SPRINGS RD,3/31/2022,"$135,000.00",Unqualified,"26",1.12,Residential,"1959","1007",$134.06,34.2200186,-83.8468665,"131390013031"
"1134","646","646",15036G000017,4298 CREEK WATER XING,3/1/2022,"$525,000.00",Qualified,FM,0.74,Residential,"2004","2434",$215.69,34.202609,-83.8534527,"131390013031"
"1135","90","90",15036D000002I,3531 GILLELAND EXT,4/18/2022,"$334,900.00",Qualified,FM,0.44,Residential,"1976","1440",$232.57,34.2228413,-83.8427653,"131390013042"
"1136","228","228",08026 000222,2913 SW CAMPUS POINTE CIR,3/31/2022,"$175,000.00",Qualified,FM,0.01,Residential,"2006","1234",$141.82,34.2426624,-83.8569663,"131390013042"
"1137","344","344",08026 000153,2696 SW CREEK MILL LN,3/25/2022,"$215,000.00",Qualified,FM,0.02,Residential,"2005","1512",$142.20,34.243592,-83.855679,"131390013042"
"1138","461","461",08026 000048,2760 SW VALLEY GREEN DR,3/16/2022,"$231,000.00",Qualified,FM,0.1,Residential,"2004","1400",$165.00,34.2431488,-83.8546021,"131390013042"
"1139","527","527",08026 000139,2664 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1580",$379.75,34.242787,-83.855086,"131390013042"
"1140","528","528",08026 000144,2674 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1568",$382.65,34.243009,-83.8552648,"131390013042"
"1141","532","532",08026 000136,2658 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1568",$382.65,34.2426678,-83.8549918,"131390013042"
"1142","533","533",08026 000137,2660 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1580",$379.75,34.242696,-83.855011,"131390013042"
"1143","534","534",08026 000141,2668 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1580",$379.75,34.242874,-83.8551613,"131390013042"
"1144","542","542",08026 000138,2662 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1568",$382.65,34.242739,-83.855053,"131390013042"
"1145","543","543",08026 000140,2666 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1568",$382.65,34.242838,-83.8551109,"131390013042"
"1146","544","544",08026 000142,2670 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1568",$382.65,34.2429289,-83.855187,"131390013042"
"1147","545","545",08026 000143,2672 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1580",$379.75,34.2429637,-83.8552234,"131390013042"
"1148","546","546",08026 000145,2676 SW CREEK MILL LN,3/10/2022,"$600,000.00",Unqualified,"51",0.02,Residential,"2020","1580",$379.75,34.2430759,-83.8553063,"131390013042"
"1149","599","599",15035B009002,3 N AVE,3/4/2022,"$143,000.00",Unqualified,"51",0.18,Residential,"1926","558",$256.27,34.2558896,-83.8402381,"131390013042"
"1150","614","614",15035B009003,5 N AVE,3/4/2022,"$143,000.00",Unqualified,"51",0.19,Residential,"1926","558",$256.27,34.2558813,-83.8400724,"131390013042"
"1151","656","656","15036D000133",3815 SW AMBERLEIGH TRCE,3/1/2022,"$338,000.00",Qualified,FM,0.21,Residential,"2006","3353",$100.81,34.2278948,-83.8486477,"131390013042"
"1152","659","659",08026 000302,3325 SW CAMPUS POINTE CIR,2/28/2022,"$275,000.00",Qualified,FM,0.01,Residential,"2006","1234",$222.85,34.2418981,-83.8581756,"131390013042"
"1153","692","692","15030D000023",2911 RIVERCREST DR,2/28/2022,"$374,900.00",Qualified,FM,1.31,Residential,"2000","2145",$174.78,34.2219985,-83.8229804,"131390013042"
"1154","777","777",08026 000068,2806 SW VALLEY GREEN DR,2/23/2022,"$230,013.00",Qualified,FM,0.1,Residential,"2005","1512",$152.13,34.244207,-83.855318,"131390013042"
"1155","835","835","15036D000283",3751 SW RIDGE BLUFF OVLK,2/18/2022,"$388,000.00",Qualified,FM,0.26,Residential,"2015","2981",$130.16,34.22637,-83.846672,"131390013042"
"1156","947","947",08026 000071,2807 SW VALLEY GREEN DR,2/9/2022,"$228,500.00",Qualified,FM,0.1,Residential,"2005","1288",$177.41,34.244116,-83.855751,"131390013042"
"1157","1031","1031",08026 000248,3022 SW CAMPUS POINTE CIR,1/31/2022,"$170,000.00",Qualified,FM,0.01,Residential,"2006","1234",$137.76,34.2430691,-83.8572753,"131390013042"
"1158","1133","1133","15036D000222",3806 SW AMBERLEIGH TRCE,1/25/2022,"$361,000.00",Qualified,FM,0.25,Residential,"2005","3616",$99.83,34.2273449,-83.8488963,"131390013042"
"1159","1257","1257","15036D000207",3874 SW AMBERLEIGH TRCE,1/13/2022,"$355,000.00",Qualified,FM,0.22,Residential,"2006","2932",$121.08,34.2283596,-83.8467008,"131390013042"
"1160","1350","1350","15036D000229",4121 SW VILLAGE PRESERVE WAY,1/4/2022,"$375,000.00",Qualified,FM,0.32,Residential,"2008","3133",$119.69,34.2266973,-83.8420196,"131390013042"
"1161","1355","1355",08026 000255,3131 SW CAMPUS POINTE CIR,1/4/2022,"$200,000.00",Qualified,FM,0.01,Residential,"2006","1234",$162.07,34.2428106,-83.8576269,"131390013042"
"1162","428","428",15032D000050A,2200 ATHENS HWY,3/18/2022,"$60,000.00",Qualified,FM,3.44,Residential,"1950","830",$72.29,34.274789,-83.783758,"131390012023"
"1163","389","389",15022J000002,2962 SE HERITAGE GLEN DR,3/22/2022,"$280,000.00",Qualified,FM,0.3,Residential,"2006","1308",$214.07,34.2810977,-83.7632557,"131390007041"
"1164","414","414",15022I000016,3241 ROSE PETAL ST,3/21/2022,"$260,000.00",Qualified,FM,0.59,Residential,"2002","1368",$190.06,34.2813156,-83.7564939,"131390007041"
"1165","666","666",15022J000247,3040 SE CEDAR GLEN RUN,2/28/2022,"$339,500.00",Qualified,FM,0.47,Residential,"2016","1812",$187.36,34.2820667,-83.7661593,"131390007041"
"1166","749","749",15022J000175,3288 SE HEATHERWOOD DR,2/24/2022,"$350,000.00",Qualified,FM,0.26,Residential,"2018","2132",$164.17,34.2762116,-83.7606838,"131390007041"
"1167","769","769",15022J000147,3194 SE HERITAGE GLEN DR,2/23/2022,"$350,000.00",Qualified,FM,0.24,Residential,"2018","2132",$164.17,34.2738465,-83.7597245,"131390007041"
"1168","1037","1037",15022J000034,3132 SE LILAC CREEK TRL,1/31/2022,"$300,000.00",Qualified,FM,0.24,Residential,"2016","2172",$138.12,34.2787475,-83.7671963,"131390007041"
"1169","1122","1122","15022D000032",2112 SE ROSEMARY WAY,1/26/2022,"$269,900.00",Qualified,FM,0.12,Residential,"2021","1693",$159.42,34.2818123,-83.7832878,"131390007041"
"1170","1304","1304",15022J000052,3204 SE LILAC CREEK TRL,1/7/2022,"$342,000.00",Qualified,FM,0.23,Residential,"2018","2748",$124.45,34.276005,-83.766823,"131390007041"
"1171","1305","1305",15022J000052,3204 SE LILAC CREEK TRL,1/7/2022,"$342,000.00",Unqualified,"99",0.23,Residential,"2018","2748",$124.45,34.276005,-83.766823,"131390007041"
"1172","1343","1343",15022J000268,3143 SE LEGACY GLEN PATH,1/5/2022,"$278,000.00",Qualified,FM,0.31,Residential,"2016","1539",$180.64,34.2792188,-83.7620113,"131390007041"
"1173","165","165",10162 000218,3233 CROSSWOOD DR,4/6/2022,"$170,000.00",Unqualified,"26",0.58,Residential,"1998","920",$0.00,34.3736351,-83.7723809,"131390002051"
"1174","197","197",10162 000196,3247 HIDDEN VALLEY RD,4/1/2022,"$18,000.00",Qualified,LM,1.27,Residential,"2022","1568",$0.00,34.371561,-83.776541,"131390002051"
"1175","346","346",10154B000061,4146 TOPSAIL RDG,3/25/2022,"$370,000.00",Qualified,FM,1,Residential,"1996","2353",$157.25,34.3934888,-83.7960171,"131390002051"
"1176","377","377",12074 000014,4452 CLARKS BRIDGE RD,3/23/2022,"$217,000.00",Qualified,FM,8.02,Residential,"1992","1364",$159.09,34.4082099,-83.764246,"131390002051"
"1177","517","517",10158 000107,3303 LITTLE CIR,3/11/2022,"$300,000.00",Qualified,FM,0.45,Residential,"1972","1796",$167.04,34.3598725,-83.7879735,"131390002051"
"1178","798","798",10156 000020,2940 BRIDGE DR,2/22/2022,"$170,000.00",Qualified,FM,0.79,Residential,"1986","2080",$81.73,34.3806224,-83.7858173,"131390002051"
"1179","804","804",10158 000045,3636 JOYCE ST,2/21/2022,"$400,000.00",Unqualified,"51",0.37,Residential,"2001","1617",$247.37,34.3630279,-83.7846148,"131390002051"
"1180","805","805",10158 000044,3640 JOYCE ST,2/21/2022,"$400,000.00",Unqualified,"51",0.34,Residential,"2001","1617",$247.37,34.36297,-83.7843245,"131390002051"
"1181","806","806",10158 000043,3644 JOYCE ST,2/21/2022,"$200,000.00",Qualified,FM,0.33,Residential,"2001","1617",$123.69,34.362951,-83.7839513,"131390002051"
"1182","969","969",10162 000195,3241 HIDDEN VALLEY RD,2/7/2022,"$24,000.00",Qualified,LM,1.04,Residential,"2022","1568",$0.00,34.372109,-83.776009,"131390002051"
"1183","1344","1344",10160 000015,3187 VENUE DR,1/5/2022,"$1,160,000.00",Qualified,FM,1.03,Residential,"1996","1916",$605.43,34.3560174,-83.7873308,"131390002051"
"1184","1349","1349",10145 000079,3649 ROCKY FORD TER,1/4/2022,"$350,000.00",Qualified,FM,1.08,Residential,"1997","2521",$138.83,34.3736008,-83.8019247,"131390002051"
"1185","113","113",15026B000072,4168 EVIAN WAY,4/14/2022,"$349,900.00",Qualified,FM,1.25,Residential,"1999","2044",$171.18,34.167542,-83.7837958,"131390012041"
"1186","177","177",15026B000030,4095 RIVER ELAN DR,4/5/2022,"$318,000.00",Qualified,FM,1.55,Residential,"2000","1759",$180.78,34.1676604,-83.7803643,"131390012041"
"1187","942","942",15026B000044,4205 RIVIERE PT,2/9/2022,"$320,000.00",Qualified,FM,4.97,Residential,"1999","1625",$196.92,34.1656083,-83.7812973,"131390012041"
"1188","440","440",01072 001014B,572 NW PIEDMONT RD,3/18/2022,"$265,000.00",Qualified,FM,0.45,Residential,"1959","1343",$197.32,34.3122506,-83.8391195,"131390009012"
"1189","458","458",01073 004004,1369 NW LONGVIEW DR,3/17/2022,"$269,500.00",Qualified,FM,0.32,Residential,"1958","1032",$261.14,34.3186117,-83.8358465,"131390009012"
